Name,Profile Link,Title,Location,Rate per Hour,Job Success Score,Total Earnings,Category
Swapnil00007,https://www.freelancer.pk/u/Swapnil00007,Web & App  developement | SEO | UX/UI Desgins,India,$2 USD / hour,0.0,0.0,php
nomad1978,https://www.freelancer.pk/u/nomad1978,Web Development,United States,$50 USD / hour,0.0,0.0,php
nischay02,https://www.freelancer.pk/u/nischay02,Full-Stack Developer,India,$15 USD / hour,0.0,0.0,php
Adilson85,https://www.freelancer.pk/u/Adilson85,Assistente de TICs.,Angola,$50 USD / hour,0.0,0.0,php
BinaryHorizon092,https://www.freelancer.pk/u/BinaryHorizon092,Complete IT Solutions,United States,$35 USD / hour,0.0,0.0,php
Antoniomsolorza,https://www.freelancer.pk/u/Antoniomsolorza,Top 1% AI | Python | LLM | Data Science | Web Dev,United States,$45 USD / hour,0.0,0.0,php
ahmaddar2970,https://www.freelancer.pk/u/ahmaddar2970,Full Stack Developer,Pakistan,$15 USD / hour,0.0,0.0,php
unknownhunter,https://www.freelancer.pk/u/unknownhunter,Passionate about growth,Peru,$10 USD / hour,0.0,0.0,php
edwhigue,https://www.freelancer.pk/u/edwhigue,Ingeniero Mecatrónico,Colombia,$15 USD / hour,0.0,0.0,php
jesusbenavidesra,https://www.freelancer.pk/u/jesusbenavidesra,Software Engineer,Mexico,$10 USD / hour,0.0,0.0,php
meva02,https://www.freelancer.pk/u/meva02,Digital Media & Business Solutions Expert,Canada,$120 USD / hour,0.0,0.0,php
veronicaotero,https://www.freelancer.pk/u/veronicaotero,"Setter, Sales Agent, VA and  Digital Marketing",Venezuela,$10 USD / hour,0.0,0.0,php
xjl9,https://www.freelancer.pk/u/xjl9,Python and C/C++ Programmer,Japan,$40 USD / hour,0.0,0.0,php
Khalil4075,https://www.freelancer.pk/u/Khalil4075,Full StackDeveloper | Software Engineer,Turkey,$10 USD / hour,0.0,0.0,php
scarlettw5,https://www.freelancer.pk/u/scarlettw5,Full Stack Developer | 7+ Years Of Experience,United States,$30 USD / hour,0.0,0.0,php
DreamersLTD,https://www.freelancer.pk/u/DreamersLTD,2D/3D ANIMATION | VIDEO EDITING | VO | TRANSLATION,Bangladesh,$50 USD / hour,3.9,4.1,php
victore21,https://www.freelancer.pk/u/victore21,Etsy | Project management | Social media,Nigeria,$10 USD / hour,0.0,0.0,php
guilhermehenri15,https://www.freelancer.pk/u/guilhermehenri15,"React, Node.js, Python, OpenAI Developer",Brazil,$20 USD / hour,0.0,0.0,php
vadym15,https://www.freelancer.pk/u/vadym15,Full Stack | Mobile Developer,Ukraine,$50 USD / hour,0.0,0.0,php
melvins0,https://www.freelancer.pk/u/melvins0,Full Stack Developer | IOS | Mobile App Developer,United States,$20 USD / hour,0.0,0.0,php
elinak3,https://www.freelancer.pk/u/elinak3,Software Engineer Expert | Web | Mobile | AI/ML,Latvia,$50 USD / hour,0.0,0.0,php
tntebogang,https://www.freelancer.pk/u/tntebogang,Solutions Developer,Botswana,$20 USD / hour,0.0,0.0,php
hasanb52,https://www.freelancer.pk/u/hasanb52,Bridging Innovation and Technology,Canada,$40 USD / hour,0.0,0.0,php
redstone2409,https://www.freelancer.pk/u/redstone2409,Expert in website and mobile app development,Pakistan,$39 USD / hour,0.0,0.0,php
NimraRR,https://www.freelancer.pk/u/NimraRR,"Web & App design and develop, UI/UX design, SEO",Pakistan,$10 USD / hour,0.0,0.0,php
programmary7,https://www.freelancer.pk/u/programmary7,"Software Developer, Data entry, Data Analyst",Dominican Republic,$5 USD / hour,0.0,0.0,php
derrycklouisjean,https://www.freelancer.pk/u/derrycklouisjean,Professional Full-Stack Engineer,United States,$50 USD / hour,0.0,0.0,php
HarryDes00007,https://www.freelancer.pk/u/HarryDes00007,Full Stack Software Developer,Germany,$35 USD / hour,0.0,0.0,php
erickall215,https://www.freelancer.pk/u/erickall215,Full stack and Blockchain developer,Hong Kong,$30 USD / hour,0.0,0.0,php
victore21,https://www.freelancer.pk/u/victore21,Etsy | Project management | Social media,Nigeria,$10 USD / hour,0.0,0.0,php
jessiep88,https://www.freelancer.pk/u/jessiep88,Web developer,Philippines,$20 USD / hour,0.0,0.0,php
vadym15,https://www.freelancer.pk/u/vadym15,Full Stack | Mobile Developer,Ukraine,$50 USD / hour,0.0,0.0,php
guilhermehenri15,https://www.freelancer.pk/u/guilhermehenri15,"React, Node.js, Python, OpenAI Developer",Brazil,$20 USD / hour,0.0,0.0,php
saadkhan876,https://www.freelancer.pk/u/saadkhan876,Graphics designer | UX UI Designer | Web Developer,Pakistan,$20 USD / hour,0.0,0.0,php
AbdallaTawfik14,https://www.freelancer.pk/u/AbdallaTawfik14,Android | iOS | Web | ERP/CRM,Egypt,$10 USD / hour,0.0,0.0,php
chhaseeb1983,https://www.freelancer.pk/u/chhaseeb1983,Developer | Marketer | Designer,United States,$30 USD / hour,0.0,3.5,php
sayedzia8,https://www.freelancer.pk/u/sayedzia8,Professional Web Developer,Afghanistan,$20 USD / hour,0.0,0.0,php
ryan0085,https://www.freelancer.pk/u/ryan0085,Full Stack Developer,Philippines,$30 USD / hour,0.0,0.0,php
webexpertmanies,https://www.freelancer.pk/u/webexpertmanies,Senior FS Designer - Laravel | WordPress | Shopify,United Arab Emirates,$25 USD / hour,0.0,0.0,php
YugBe,https://www.freelancer.pk/u/YugBe,Full-stack Developer,France,$2 USD / hour,0.0,0.0,php
anthonysaint10,https://www.freelancer.pk/u/anthonysaint10,Ingenieria en computacion,Honduras,$15 USD / hour,0.0,0.0,php
leonabrahan,https://www.freelancer.pk/u/leonabrahan,Creative Full stack developer | Web | Mobile,Argentina,$30 USD / hour,0.0,0.0,php
triceps,https://www.freelancer.pk/u/triceps,Payment gateway integration specialist,United Arab Emirates,$20 USD / hour,0.0,0.0,php
Tripolo,https://www.freelancer.pk/u/Tripolo,Senior FullStack | React.js | Three.js Developer,Algeria,$20 USD / hour,0.0,0.0,php
kunzhao123,https://www.freelancer.pk/u/kunzhao123,I worked in Google SEO for 10 years,China,$30 USD / hour,0.0,0.0,php
saeedawan86,https://www.freelancer.pk/u/saeedawan86,Website and Software Development Experts,Pakistan,$30 USD / hour,0.0,0.0,php
RVParijat,https://www.freelancer.pk/u/RVParijat,"ERP, Analytics, Video, drivers, PLC, SCADA, AI",India,$20 USD / hour,0.0,0.0,php
jasperferrer,https://www.freelancer.pk/u/jasperferrer,PHP Developer,Philippines,$20 USD / hour,0.0,0.0,php
CreativeScope02,https://www.freelancer.pk/u/CreativeScope02,LOGO*️⃣PHOTOSHOP*️⃣ILLUSTRATION*️⃣PPTS*️⃣WEBSITES,India,$15 USD / hour,0.0,0.0,php
rickytongol,https://www.freelancer.pk/u/rickytongol,Front-End Developer,Philippines,$25 USD / hour,0.0,0.0,php
kemieesd1,https://www.freelancer.pk/u/kemieesd1,✅IT✅CODING✅WEB SECURITY✅RECOVERY✅HACKER|ML|TRADER,United States,$30 USD / hour,0.0,0.0,php
arnoz7,https://www.freelancer.pk/u/arnoz7,WEB || APP EXPERT,Ukraine,$15 USD / hour,0.0,0.0,php
noahm313,https://www.freelancer.pk/u/noahm313,AI & Web & Mobile & App Developer,United States,$30 USD / hour,0.0,0.0,php
annaa40,https://www.freelancer.pk/u/annaa40,Full Stack developer,United States,$50 USD / hour,0.0,0.0,php
gssolutions3,https://www.freelancer.pk/u/gssolutions3,Web Development | Social Media Marketing | & More,Poland,$500 USD / hour,0.0,0.0,php
ke78,https://www.freelancer.pk/u/ke78,"✔️Full-Stack✔️-ECommerce(Wordpress, Shopify)",Germany,$30 USD / hour,0.0,0.0,php
jorgez5,https://www.freelancer.pk/u/jorgez5,⭐⏩EXPERIENCED FULL-STACK DESKTOP DEVELOPER⏪⭐,United States,$30 USD / hour,0.0,0.0,php
marcop01,https://www.freelancer.pk/u/marcop01,★★★ Senior Developer  7+ Years of Experience ★★★,United States,$30 USD / hour,0.0,0.0,php
davidd188,https://www.freelancer.pk/u/davidd188,Sr. Web & Mobile & AI & Blockchain,United States,$58 USD / hour,0.0,0.0,php
daniels401,https://www.freelancer.pk/u/daniels401,"Web Design & React, Python and Web3 Developer",Belgium,$25 USD / hour,0.0,0.0,php
nttragianggg,https://www.freelancer.pk/u/nttragianggg,UI/UX Designer | Figma | Web Developer,Vietnam,$25 USD / hour,0.0,0.0,php
fedoraus,https://www.freelancer.pk/u/fedoraus,"Python, AI, Web and Mobile Expert","Moldova, Republic of",$35 USD / hour,0.0,0.0,php
israelo17,https://www.freelancer.pk/u/israelo17,"Full Stack | Modern, Scalable, Efficient Solutions",Philippines,$30 USD / hour,0.0,0.0,php
kemieesd1,https://www.freelancer.pk/u/kemieesd1,✅IT✅CODING✅WEB SECURITY✅RECOVERY✅HACKER|ML|TRADER,United States,$30 USD / hour,0.0,0.0,php
pao1905,https://www.freelancer.pk/u/pao1905,Full Stack Blockchain | Web3 | Bot developer,Venezuela,$30 USD / hour,0.0,0.0,php
abrarfreelancin1,https://www.freelancer.pk/u/abrarfreelancin1,Top ranked freelancer at freelancer.com,United States,$25 USD / hour,0.0,0.0,php
DevSavant,https://www.freelancer.pk/u/DevSavant,Software engineer,Australia,$48 USD / hour,0.0,0.0,php
sohaibilyas530,https://www.freelancer.pk/u/sohaibilyas530,Full Stack Developer & Designer,Pakistan,$5 USD / hour,0.0,0.0,php
bhumikabharadia,https://www.freelancer.pk/u/bhumikabharadia,.net Sql Javascript R2,India,$20 USD / hour,0.0,0.0,php
safeer6730,https://www.freelancer.pk/u/safeer6730,Full stack WordPress Developer,Pakistan,$10 USD / hour,0.0,0.0,php
elena060,https://www.freelancer.pk/u/elena060,Software Tech Service,Poland,$20 USD / hour,0.0,0.0,php
ansarulm448,https://www.freelancer.pk/u/ansarulm448,Experienced Web Designer and Developer.,Bangladesh,$4 USD / hour,0.0,0.0,php
abrarfreelancin1,https://www.freelancer.pk/u/abrarfreelancin1,Top ranked freelancer at freelancer.com,United States,$25 USD / hour,0.0,0.0,php
Heriberto03,https://www.freelancer.pk/u/Heriberto03,Ingeniero Mecatrónico,Colombia,$20 USD / hour,0.0,0.0,php
elijahc1,https://www.freelancer.pk/u/elijahc1,Senior Software Engineer,United States,$40 USD / hour,0.0,0.0,php
rg13,https://www.freelancer.pk/u/rg13,Tampa Bay Digital Marketing Agency,United States,$50 USD / hour,0.0,0.0,php
kenproweb,https://www.freelancer.pk/u/kenproweb,Project Development Mgr.,Canada,$50 USD / hour,0.0,0.0,php
nikolaperic926,https://www.freelancer.pk/u/nikolaperic926,Web | Mobile | Blockchain | AI | Game Development,Serbia,$40 USD / hour,0.0,0.0,php
Hastn,https://www.freelancer.pk/u/Hastn,Full-Stack Web Apps | Mobile Apps | Blockchain,Pakistan,$25 USD / hour,0.0,0.0,php
igor530,https://www.freelancer.pk/u/igor530,✔️Full-Stack✔️Mobile✔️ECommerce,Germany,$30 USD / hour,0.0,0.0,php
igors73,https://www.freelancer.pk/u/igors73,"✔️Full-Stack Web, Device Dev  ✔️",Germany,$30 USD / hour,0.0,0.0,php
keg3,https://www.freelancer.pk/u/keg3,"✔️Full-Stack Web, Device Dev  ✔️",Germany,$30 USD / hour,0.0,0.0,php
paulc153,https://www.freelancer.pk/u/paulc153,⭐Senior Full Stack Developer⭐,United States,$30 USD / hour,0.0,0.0,php
kenproweb,https://www.freelancer.pk/u/kenproweb,Project Development Mgr.,Canada,$50 USD / hour,0.0,0.0,php
nikolaperic926,https://www.freelancer.pk/u/nikolaperic926,Web | Mobile | Blockchain | AI | Game Development,Serbia,$40 USD / hour,0.0,0.0,php
Hastn,https://www.freelancer.pk/u/Hastn,Full-Stack Web Apps | Mobile Apps | Blockchain,Pakistan,$25 USD / hour,0.0,0.0,php
igor530,https://www.freelancer.pk/u/igor530,✔️Full-Stack✔️Mobile✔️ECommerce,Germany,$30 USD / hour,0.0,0.0,php
kozlica5,https://www.freelancer.pk/u/kozlica5,Senior Software Engineer & Decompiling expert,Serbia,$50 USD / hour,0.0,0.0,php
calebstewart80,https://www.freelancer.pk/u/calebstewart80,Full Stack Developer | Python | JS | TS | AI - LLM,United States,$40 USD / hour,0.0,0.0,php
jonpope15,https://www.freelancer.pk/u/jonpope15,Full Stack Specialist,United States,$65 USD / hour,0.0,0.0,php
Mdaviladev03,https://www.freelancer.pk/u/Mdaviladev03,Desarrollador fullstack tiempo completo,Honduras,$20 USD / hour,0.0,0.0,php
Kvalskii,https://www.freelancer.pk/u/Kvalskii,Full Stack Developer && Software Engineer,Ukraine,$25 USD / hour,0.0,0.0,php
Mdaviladev03,https://www.freelancer.pk/u/Mdaviladev03,Desarrollador fullstack tiempo completo,Honduras,$20 USD / hour,0.0,0.0,php
Kvalskii,https://www.freelancer.pk/u/Kvalskii,Full Stack Developer && Software Engineer,Ukraine,$25 USD / hour,0.0,0.0,php
MattScottDev,https://www.freelancer.pk/u/MattScottDev,Graphic Designer & UI/UX & Video Production,United Kingdom,$75 USD / hour,0.0,0.0,php
kbunphot,https://www.freelancer.pk/u/kbunphot,I can be the solution you needed.,Thailand,$250 USD / hour,0.0,0.0,php
donatob9,https://www.freelancer.pk/u/donatob9,Laravel |PHP |Node.js |SQL |Scraping,United States,$30 USD / hour,0.0,0.0,php
Oleksii331,https://www.freelancer.pk/u/Oleksii331,Full Stack Developer | Frontend Specialist,Ukraine,$30 USD / hour,0.0,0.0,php
nikis98,https://www.freelancer.pk/u/nikis98,⭐⭐⭐⭐⭐ Top Rated Plus,Ukraine,$10 USD / hour,0.0,0.0,php
jamesl88,https://www.freelancer.pk/u/jamesl88,Senior Software Engineer,United States,$40 USD / hour,0.0,0.0,php
paulc087,https://www.freelancer.pk/u/paulc087,⭐Senior Full Stack Developer⭐,United States,$30 USD / hour,0.0,0.0,php
mikey128,https://www.freelancer.pk/u/mikey128,"Web, Mobile, and Crypto Developer",United States,$50 USD / hour,0.0,0.0,php
luis73206,https://www.freelancer.pk/u/luis73206,Full Stack | Python | Scraping | C# | AI,Argentina,$20 USD / hour,0.0,0.0,php
GermanKoester,https://www.freelancer.pk/u/GermanKoester,⭐️Rising STAR | Full-Stack | React Vue Python Node,Ireland,$40 USD / hour,0.0,0.0,php
mantasdragon,https://www.freelancer.pk/u/mantasdragon,Web | Mobile | NLP | AI | OpenAI | ChatGPT | LLM,Norway,$40 USD / hour,0.0,0.0,php
adam928,https://www.freelancer.pk/u/adam928,"Web and App Developer | 3D Graphics, 3D Rendering",Hungary,$20 USD / hour,0.0,0.0,php
michaelsobhy24,https://www.freelancer.pk/u/michaelsobhy24,front end web developer,Egypt,$15 USD / hour,0.0,0.0,php
anubisOs,https://www.freelancer.pk/u/anubisOs,"[ .Net , C# , Java ,Php , Pyhton developer ]",Egypt,$10 USD / hour,0.0,0.0,php
jashonw,https://www.freelancer.pk/u/jashonw,"Docker,K8S,Java,C/C++,Python,Restful API,Mysql",China,$50 USD / hour,0.0,0.0,php
AminVtn,https://www.freelancer.pk/u/AminVtn,E-Commerce Developer,United States,$20 USD / hour,0.0,0.0,php
kamil176,https://www.freelancer.pk/u/kamil176,Certyfied Ethical Hacker,Poland,$18 USD / hour,0.0,0.0,php
InfinitiBitTech,https://www.freelancer.pk/u/InfinitiBitTech,⭐Graphic Design | WordPress | E-Commerce | Figma⭐,Canada,$15 USD / hour,0.0,0.0,php
valter00,https://www.freelancer.pk/u/valter00,Senior Full-Stack Developer | MERN | Blockchain,Spain,$25 USD / hour,0.0,0.0,php
jashonw,https://www.freelancer.pk/u/jashonw,"Docker,K8S,Java,C/C++,Python,Restful API,Mysql",China,$50 USD / hour,0.0,0.0,php
michaelsobhy24,https://www.freelancer.pk/u/michaelsobhy24,front end web developer,Egypt,$15 USD / hour,0.0,0.0,php
anubisOs,https://www.freelancer.pk/u/anubisOs,"[ .Net , C# , Java ,Php , Pyhton developer ]",Egypt,$10 USD / hour,0.0,0.0,php
samizia45,https://www.freelancer.pk/u/samizia45,Software Engineer,India,$10 USD / hour,0.0,0.0,php
SharadPatel1,https://www.freelancer.pk/u/SharadPatel1,"React Native, NodeJS, Next Js, Shopify, Magento",India,$35 USD / hour,0.0,0.0,php
iskhan19,https://www.freelancer.pk/u/iskhan19,"Expert in Web Designer, Web Developer & WordPress.",Bangladesh,$15 USD / hour,0.0,0.0,php
Rahulbodara,https://www.freelancer.pk/u/Rahulbodara,Highly Recommended | In TOP 2% FullStack Developer,India,$15 USD / hour,0.0,0.0,php
visionunlimited,https://www.freelancer.pk/u/visionunlimited,"Graphic Design - Logo, Stationery, Web & More.",United States,$100 USD / hour,0.0,0.0,php
robertbiswas,https://www.freelancer.pk/u/robertbiswas,WordPress Expert,Bangladesh,$20 USD / hour,0.0,0.0,php
Rahulbodara,https://www.freelancer.pk/u/Rahulbodara,Highly Recommended | In TOP 2% FullStack Developer,India,$15 USD / hour,0.0,0.0,php
visionunlimited,https://www.freelancer.pk/u/visionunlimited,"Graphic Design - Logo, Stationery, Web & More.",United States,$100 USD / hour,0.0,0.0,php
robertbiswas,https://www.freelancer.pk/u/robertbiswas,WordPress Expert,Bangladesh,$20 USD / hour,0.0,0.0,php
Acanom,https://www.freelancer.pk/u/Acanom,Ingeniero en informatica,Mexico,$10 USD / hour,0.0,0.0,php
ferbal2000,https://www.freelancer.pk/u/ferbal2000,web programmer,Argentina,$15 USD / hour,0.0,0.0,php
MechMark,https://www.freelancer.pk/u/MechMark,"Web scrap,Sheet, App script, Automation,Dashboard",India,$5 USD / hour,0.0,0.0,php
TakusanTokyo,https://www.freelancer.pk/u/TakusanTokyo,"Highly skilled Software / Pre,Post-Sales / Test / Support Engineer and etc.",Japan,$30 USD / hour,0.0,0.0,php
rajaahmed665577,https://www.freelancer.pk/u/rajaahmed665577,Certified Wix Expert |  Expert WordPress Designer,Pakistan,$12 USD / hour,0.0,0.0,php
gaurangdev,https://www.freelancer.pk/u/gaurangdev,Senior Mobile App Developer,India,$15 USD / hour,0.0,0.0,php
TodorovH,https://www.freelancer.pk/u/TodorovH,FullStack Developer | Shopify Developer,Bulgaria,$40 USD / hour,0.0,0.0,php
visionunlimited,https://www.freelancer.pk/u/visionunlimited,"Graphic Design - Logo, Stationery, Web & More.",United States,$100 USD / hour,0.0,0.0,php
harisons49,https://www.freelancer.pk/u/harisons49,Seinor Front-end Developer,United States,$30 USD / hour,0.0,0.0,php
Hamid432,https://www.freelancer.pk/u/Hamid432,Content & Web Developer | SEO & Digital Marketer,Pakistan,$9 USD / hour,0.0,0.0,php
smartquickreply,https://www.freelancer.pk/u/smartquickreply,SEO | SMM | Google AdWords,India,$5 USD / hour,0.0,0.0,php
billbony,https://www.freelancer.pk/u/billbony,Richman Software Development Company,Ukraine,$40 USD / hour,0.0,0.0,php
fjpro385,https://www.freelancer.pk/u/fjpro385,KING Engineer,Japan,$40 USD / hour,0.0,0.0,php
TLarva,https://www.freelancer.pk/u/TLarva,"⭐Top Rated, Web, Android, IOS, AI Development⭐",Czech Republic,$30 USD / hour,0.0,0.0,php
ke17,https://www.freelancer.pk/u/ke17,"✔️Full-Stack Web, Device Dev  ✔️",Germany,$30 USD / hour,0.0,0.0,php
hammyd437,https://www.freelancer.pk/u/hammyd437,AI & Web & Mobile & App & Game Developer,United States,$25 USD / hour,0.0,0.0,php
nicolaso5,https://www.freelancer.pk/u/nicolaso5,Python Developer | Web Development,Ukraine,$30 USD / hour,0.0,0.0,php
richardl95,https://www.freelancer.pk/u/richardl95,⭐Senior Software Engineer⭐,United States,$30 USD / hour,0.0,0.0,php
fjpro385,https://www.freelancer.pk/u/fjpro385,KING Engineer,Japan,$40 USD / hour,0.0,0.0,php
TLarva,https://www.freelancer.pk/u/TLarva,"⭐Top Rated, Web, Android, IOS, AI Development⭐",Czech Republic,$30 USD / hour,0.0,0.0,php
ke17,https://www.freelancer.pk/u/ke17,"✔️Full-Stack Web, Device Dev  ✔️",Germany,$30 USD / hour,0.0,0.0,php
hammyd437,https://www.freelancer.pk/u/hammyd437,AI & Web & Mobile & App & Game Developer,United States,$25 USD / hour,0.0,0.0,php
nicolaso5,https://www.freelancer.pk/u/nicolaso5,Python Developer | Web Development,Ukraine,$30 USD / hour,0.0,0.0,php
annaa68,https://www.freelancer.pk/u/annaa68,Full Stack developer,United States,$50 USD / hour,0.0,0.0,php
joseph0315,https://www.freelancer.pk/u/joseph0315,✔️Full-Stack Engineer & Web App Creator  ✔️,United States,$30 USD / hour,0.0,0.0,php
jenisruff,https://www.freelancer.pk/u/jenisruff,Fullstack developer,Hong Kong,$30 USD / hour,0.0,0.0,php
billbony,https://www.freelancer.pk/u/billbony,Richman Software Development Company,Ukraine,$40 USD / hour,0.0,0.0,php
barkinozcan,https://www.freelancer.pk/u/barkinozcan,Frontend Developer and Graphic Designer,Turkey,$20 USD / hour,0.0,0.0,php
jenisruff,https://www.freelancer.pk/u/jenisruff,Fullstack developer,Hong Kong,$30 USD / hour,0.0,0.0,php
richardl95,https://www.freelancer.pk/u/richardl95,⭐Senior Software Engineer⭐,United States,$30 USD / hour,0.0,0.0,php
niawulandari2,https://www.freelancer.pk/u/niawulandari2,Full Stack | JavaScript Expert,Indonesia,$25 USD / hour,0.0,0.0,php
jaguirre8,https://www.freelancer.pk/u/jaguirre8,Database developer using PHP and MySQL.,United States,$55 USD / hour,0.0,0.0,php
Himanshu123gupta,https://www.freelancer.pk/u/Himanshu123gupta,Full stack Developer.,India,$10 USD / hour,0.0,0.0,php
alyeldakhakhney,https://www.freelancer.pk/u/alyeldakhakhney,textile engineer-coppey writting-cad drawing,Egypt,$4 USD / hour,0.0,0.0,php
miscman,https://www.freelancer.pk/u/miscman,Full Stack Developer,United States,$50 USD / hour,0.0,0.0,php
wwwprogrammer,https://www.freelancer.pk/u/wwwprogrammer,Programmer with Banking and Gambling vision,Lebanon,$50 USD / hour,0.0,0.0,php
AlexKuzegar,https://www.freelancer.pk/u/AlexKuzegar,Web Designer | Web & WordPress Developer | UI UX,Czech Republic,$20 USD / hour,0.0,0.0,php
shehzadishaq,https://www.freelancer.pk/u/shehzadishaq,Expert in Web Designing and Development,Pakistan,$10 USD / hour,0.0,0.0,php
MixFics,https://www.freelancer.pk/u/MixFics,we provide media solutions,India,$15 USD / hour,0.0,0.0,php
austinc64,https://www.freelancer.pk/u/austinc64,Infosec professional and Linux expert,New Zealand,$30 USD / hour,0.0,0.0,php
Himanshu123gupta,https://www.freelancer.pk/u/Himanshu123gupta,Full stack Developer.,India,$10 USD / hour,0.0,0.0,php
alyeldakhakhney,https://www.freelancer.pk/u/alyeldakhakhney,textile engineer-coppey writting-cad drawing,Egypt,$4 USD / hour,0.0,0.0,php
mvitalemern,https://www.freelancer.pk/u/mvitalemern,fullstack developer,Italy,$14 USD / hour,0.0,0.0,php
jaguirre8,https://www.freelancer.pk/u/jaguirre8,Database developer using PHP and MySQL.,United States,$55 USD / hour,0.0,0.0,php
miscman,https://www.freelancer.pk/u/miscman,Full Stack Developer,United States,$50 USD / hour,0.0,0.0,php
bellaparedes,https://www.freelancer.pk/u/bellaparedes,✅Senior Developer✅Web✅Mobile✅Scraping✅VB.NET✅C#,Spain,$30 USD / hour,0.0,0.0,php
neetus649,https://www.freelancer.pk/u/neetus649,Web Development,India,$10 USD / hour,0.0,0.0,php
JhonsonSantos04,https://www.freelancer.pk/u/JhonsonSantos04,Full-Stack React/Vue | Three.js Developer,Colombia,$30 USD / hour,0.0,0.0,php
garyh0,https://www.freelancer.pk/u/garyh0,Java/ WebDAV/Hacking/Html5/Coding/MYSQL/Python,United States,$30 USD / hour,0.0,0.0,php
williamm90,https://www.freelancer.pk/u/williamm90,Senior Software Engineer,United States,$40 USD / hour,0.0,0.0,php
fabianh27,https://www.freelancer.pk/u/fabianh27,tecnologo  desarrolo de sistemas de informacion,Colombia,$15 USD / hour,0.0,0.0,php
andrewc91,https://www.freelancer.pk/u/andrewc91,AI & Web & Mobile & App & Game Developer,United States,$25 USD / hour,0.0,0.0,php
leonardj3,https://www.freelancer.pk/u/leonardj3,⭐⏩EXPERIENCED FULL-STACK MEAN/MERN DEVELOPER⏪⭐,United States,$30 USD / hour,0.0,0.0,php
richardl166,https://www.freelancer.pk/u/richardl166,⭐Senior Software Engineer⭐,United States,$30 USD / hour,0.0,0.0,php
MetaSynctechno,https://www.freelancer.pk/u/MetaSynctechno,Full Stack Developer | 10 Years of Experience,Pakistan,$25 USD / hour,0.0,0.0,php
Felipe2345,https://www.freelancer.pk/u/Felipe2345,desenvolvedor,Brazil,$20 USD / hour,0.0,0.0,php
dans49,https://www.freelancer.pk/u/dans49,Will make your dream as reality,Finland,$20 USD / hour,0.0,0.0,php
abadnaseer,https://www.freelancer.pk/u/abadnaseer,"Web developer | ReactJS, NodeJS, NextJS, ExpressJS",Pakistan,$20 USD / hour,0.0,0.0,php
Namdiero,https://www.freelancer.pk/u/Namdiero,I am an IT professional,Kenya,$25 USD / hour,0.0,0.0,php
ellaj8,https://www.freelancer.pk/u/ellaj8,Need Assistance? I'm Here to Help You!,United States,$20 USD / hour,0.0,0.0,php
emamm5,https://www.freelancer.pk/u/emamm5,Full stack developer,Egypt,$5 USD / hour,0.0,0.0,php
JhonsonSantos04,https://www.freelancer.pk/u/JhonsonSantos04,Full-Stack React/Vue | Three.js Developer,Colombia,$30 USD / hour,0.0,0.0,php
HoangNguyen25,https://www.freelancer.pk/u/HoangNguyen25,FullStack Dev - Python | Django | React | Laravel,Vietnam,$15 USD / hour,0.0,0.0,php
princetonfan1982,https://www.freelancer.pk/u/princetonfan1982,I am seeking a job in the computer science field,United States,$21.89 USD / hour,0.0,0.0,php
MetaSynctechno,https://www.freelancer.pk/u/MetaSynctechno,Full Stack Developer | 10 Years of Experience,Pakistan,$25 USD / hour,0.0,0.0,php
Felipe2345,https://www.freelancer.pk/u/Felipe2345,desenvolvedor,Brazil,$20 USD / hour,0.0,0.0,php
dans49,https://www.freelancer.pk/u/dans49,Will make your dream as reality,Finland,$20 USD / hour,0.0,0.0,php
ellaj8,https://www.freelancer.pk/u/ellaj8,Need Assistance? I'm Here to Help You!,United States,$20 USD / hour,0.0,0.0,php
HoangNguyen25,https://www.freelancer.pk/u/HoangNguyen25,FullStack Dev - Python | Django | React | Laravel,Vietnam,$15 USD / hour,0.0,0.0,php
princetonfan1982,https://www.freelancer.pk/u/princetonfan1982,I am seeking a job in the computer science field,United States,$21.89 USD / hour,0.0,0.0,php
Althea66,https://www.freelancer.pk/u/Althea66,iOS & Android / Unity 3D / NLP / Scraping,Philippines,$30 USD / hour,0.0,0.0,php
brayanstiven5,https://www.freelancer.pk/u/brayanstiven5,Top-notch .Net/C++/Automation,Colombia,$40 USD / hour,0.0,0.0,php
muhammadfarraz,https://www.freelancer.pk/u/muhammadfarraz,Expert Full-Stack Developer and UX/UI Designer,United States,$22 USD / hour,0.0,0.0,php
wilkerandres,https://www.freelancer.pk/u/wilkerandres,✅Senior PHP |✅Web Game |✅ Full-stack Developer,Colombia,$30 USD / hour,0.0,0.0,php
oleksandr51,https://www.freelancer.pk/u/oleksandr51,⭐Full Stack Developer⭐Web3 Expert⭐AI/ML,Ukraine,$30 USD / hour,0.0,0.0,php
AgustinMaidana,https://www.freelancer.pk/u/AgustinMaidana,Need Assistance? I'm Here to Help You!,Argentina,$40 USD / hour,0.0,0.0,php
imranarshad87,https://www.freelancer.pk/u/imranarshad87,"Full Stack Developer, PHP/MySQL, MERN, iOS/Android",Pakistan,$20 USD / hour,0.0,0.0,php
devitmd98,https://www.freelancer.pk/u/devitmd98,Accomplished Software Engineer | Full-stack,"Moldova, Republic of",$60 USD / hour,0.0,0.0,php
petertanswell,https://www.freelancer.pk/u/petertanswell,"Project Manager, Change Manager, ColdFusion Developer, MySQL Developer, MSSQL",Australia,$25 USD / hour,0.0,0.0,php
